File Name,INPUT_1_BuildingNumber,Service Type,Service Category,INPUT_1_FacilityName,INPUT_1_Address,INPUT_2_ Address,Building Number,INPUT_1_Borough,INPUT_1_ZipCode,Latitude2,Longitude2,INPUT_1_Phone2,Column3,INPUT_1_AdditionalInfo2,OUTPUT_BBL,OUTPUT_BIN,OUTPUT_City_Council_District,OUTPUT_Community_District,OUTPUT_NTA_Name,Location
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Harlem Community Pharmacy,67 West 137th Street,,,MANHATTAN,10037,40.81487143,-73.93863815,(212) 926-7500,,<p>Ask a staff member to check your blood pressure.</p>,1017350006,1053902,09,110,Central Harlem North-Polo Grounds,"(40.81487143, -73.93863815)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,JnJ Pharmacy,761 61st Street,,,BROOKLYN,11220,40.63547295,-74.0110827,(718) 492-8889,,<p>Ask a staff member to check your blood pressure.</p>,3057850044,3143612,38,307,Sunset Park East,"(40.63547295, -74.0110827)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Gates & Garvey Pharmacy,276 Marcus Garvey Boulevard,,,BROOKLYN,11221,40.68797862,-73.93904745,,,,3018110019,3341860,36,303,Stuyvesant Heights,"(40.68797862, -73.93904745)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Nueva Vida Pharmacy,81-25 37th Avenue,,,QUEENS,11474,40.74968343,-73.88494359,(718) 899-0200,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.74968343, -73.88494359)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,2158 White Plains Road,,,BRONX,10462,40.85527455,-73.86765806,,,,2043180008,2049393,13,211,Pelham Parkway,"(40.85527455, -73.86765806)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,35-26 Francis Lewis Boulevard,,,QUEENS,11358,40.76383406,-73.78774681,,,,4053180029,4120142,19,411,Auburndale,"(40.76383406, -73.78774681)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Brighton Rx,277 Brighton Beach Avenue,,,BROOKLYN,11235,40.5769053,-73.96474009,(718) 332-8428,,<p>Ask a staff member to check your blood pressure.</p>,3086720030,3244704,48,313,Brighton Beach,"(40.5769053, -73.96474009)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,9738 Sea View Avenue,,,BROOKLYN,11236,40.63439018,-73.88876045,,,,3083290001,3235260,46,318,Canarsie,"(40.63439018, -73.88876045)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,4363 Amboy Road,,,STATEN ISLAND,10312,40.54517213,-74.16087343,(718) 967-3900,,<p>Ask a staff member to check your blood pressure.</p>,5054970007,5073190,51,503,Great Kills,"(40.54517213, -74.16087343)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,102-30 Atlantic Avenue,,,QUEENS,11416,40.68993974,-73.84251528,,,,4093800001,4197020,28,409,Richmond Hill,"(40.68993974, -73.84251528)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Oval Pharmacy,255 East Gunhill Road,,,BRONX,10467,40.87978032,-73.87576736,(718) 654-1685,,<p>Ask a staff member to check your blood pressure.</p>,2033560035,2018627,11,207,Norwood,"(40.87978032, -73.87576736)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Just-In-Time Pharmacy,2126 Knapp Street,,,BROOKLYN,11229,40.60040914,-73.93414383,(718) 332-5474,,<p>Ask a staff member to check your blood pressure.</p>,3073700019,3200520,46,315,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.60040914, -73.93414383)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Metropolitan Pharmacy II,103-11 Metropolitan Avenue,,,QUEENS,11430,40.7102495,-73.84951162,(718) 263-6151,,<p>Ask a staff member to check your blood pressure.</p>,4032400048,4077534,29,406,Forest Hills,"(40.7102495, -73.84951162)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,5825 Broadway,,,BRONX,10463,40.88531308,-73.90054484,,,,2057730340,2084005,11,208,Spuyten Duyvil-Kingsbridge,"(40.88531308, -73.90054484)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Prospect Avenue Pharmacy,993 Prospect Avenue,,,BRONX,10459,40.82315279,-73.90018284,,,,2026780044,2098575,17,203,Longwood,"(40.82315279, -73.90018284)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,5901 Bay Parkway,,,BROOKLYN,11204,40.61718836,-73.97793435,,,,3065480001,3329150,44,312,Borough Park,"(40.61718836, -73.97793435)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Guardiola Pharmacy,93-12 Roosevelt Avenue,,,QUEENS,11463,40.74877601,-73.87297373,(718) 672-9700,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.74877601, -73.87297373)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,250 Bedford Avenue,,,BROOKLYN,11249,40.71572924,-73.95999129,(718) 384-7026,,<p>Ask a staff member to check your blood pressure.</p>,3023517501,3396636,34,301,North Side-South Side,"(40.71572924, -73.95999129)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,225 Liberty Street,,,MANHATTAN,10281,40.71153017,-74.01567279,,,,1000160125,1000058,01,101,Battery Park City-Lower Manhattan,"(40.71153017, -74.01567279)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Nick's Pharmacy,111 Gold Street,,,BROOKLYN,11201,40.70166525,-73.98282561,(718) 855-1990,,<p>Ask a staff member to check your blood pressure.</p>,3000560001,3000155,33,302,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.70166525, -73.98282561)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Ambar Pharmacy,667 Allerton Avenue,,,BRONX,10467,40.86540641,-73.86857784,(718) 994-4444,,<p>Ask a staff member to check your blood pressure.</p>,2045070001,2053527,15,211,Bronxdale,"(40.86540641, -73.86857784)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,194 East 2nd Street,,,MANHATTAN,11636,40.72231159,-73.98411903,(212) 375-9000,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.72231159, -73.98411903)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Abigail's Pharmacy,9717 Kings Highway,,,BROOKLYN,11212,40.66159484,-73.91965127,,,,3046330040,3394556,41,317,Brownsville,"(40.66159484, -73.91965127)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,49 West Fordham Road,,,BRONX,10468,40.86271519,-73.90310949,,,,2032030001,2014408,14,207,Kingsbridge Heights,"(40.86271519, -73.90310949)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,111 Worth Street,,,MANHATTAN,11634,40.71582126,-74.00353878,(212) 571-4621,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.71582126, -74.00353878)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Comfort Care Pharmacy,1990 Lexington Avenue,,,MANHATTAN,10035,40.80206744,-73.93911234,,,,1017700158,1054407,09,111,East Harlem North,"(40.80206744, -73.93911234)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Longwood Pharmacy And Surgical,839 Prospect Avenue,,,BRONX,10459,40.82006057,-73.9014665,,,,2026770026,2116639,17,201,Melrose South-Mott Haven North,"(40.82006057, -73.9014665)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,37 Broadway,,,MANHATTAN,11558,40.70619467,-74.01299168,(212) 425-8460,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.70619467, -74.01299168)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,58 East Fordham Road,,,BRONX,10468,40.86231721,-73.89991776,(718) 365-9354,,<p>Ask a staff member to check your blood pressure.</p>,2031840045,2014028,14,205,Fordham South,"(40.86231721, -73.89991776)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,6702 Ft. Hamilton Parkway,,,BROOKLYN,11219,40.6295662,-74.01082593,,,,3057647501,3142708,43,310,Dyker Heights,"(40.6295662, -74.01082593)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Astor Pharmacy,35-18 Ditmars Boulevard,,,QUEENS,11105,40.77470956,-73.90871158,(718) 932-9800,,<p>Ask a staff member to check your blood pressure.</p>,4008220035,4016432,22,401,Steinway,"(40.77470956, -73.90871158)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Bronx Pharmacy,1320 Metropolitan Ave,,,BRONX,10462,40.833824,-73.860722,(718)-466-5500,,,2039300008,2028868,18,209,Parkchester,"(40.833824, -73.860722)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Leroy Pharmacy,314 East 204th Street,,,BRONX,10467,40.8727456,-73.87835505,(718) 882-5614,,,2033330034,2017948,11,207,Norwood,"(40.8727456, -73.87835505)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,666 Courtlandt Avenue,,,BRONX,10451,40.81925036,-73.91831488,(718) 292-1856,,<p>Ask a staff member to check your blood pressure.</p>,2023990006,2001672,17,201,Melrose South-Mott Haven North,"(40.81925036, -73.91831488)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,CRJ Pharmacy,1341 Fulton Avenue,,,BRONX,10451,40.83332697,-73.90271158,(718) 585-1117,,<p>Ask a staff member to check your blood pressure.</p>,,,16,203,Claremont-Bathgate,"(40.83332697, -73.90271158)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Central Pharmacy & Surgicals,423 East 138th Street,,,BRONX,10454,40.80868832,-73.92188608,(718) 585-1071,,,2022830088,2101568,08,201,Mott Haven-Port Morris,"(40.80868832, -73.92188608)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Nayosha Pharmacy,755 East 149th Street,,,BRONX,10455,40.81297892,-73.90782799,,,,2026410042,2096871,08,201,Melrose South-Mott Haven North,"(40.81297892, -73.90782799)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,852 2nd Avenue,,,MANHATTAN,11607,40.75202099,-73.97058793,(212) 983-1810,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75202099, -73.97058793)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Pasteur Pharmacy,53 East 34th Street,,,MANHATTAN,10016,40.74751376,-73.98235901,(212) 683-3838,,<p>Ask a staff member to check your blood pressure.</p>,1008640031,1017103,02,106,Midtown-Midtown South,"(40.74751376, -73.98235901)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Park Rx,836 Broadway,,,BROOKLYN,11206,40.69916364,-73.93917422,(718) 388-7228,,<p>Ask a staff member to check your blood pressure.</p>,3015790130,3042854,36,303,Bushwick South,"(40.69916364, -73.93917422)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,ABC Drugs,2095 Madison Avenue,,,MANHATTAN,11524,40.80995209,-73.93723747,(646) 750-3744,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.80995209, -73.93723747)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,840 Westchester Avenue,,,BRONX,10459,40.81973396,-73.90148143,,,,2026890048,2115863,17,202,Longwood,"(40.81973396, -73.90148143)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,7 Star Pharmacy,596 Clarkson Avenue,,,BROOKLYN,11203,40.65603528,-73.93976512,(718) 484-7213,,<p>Ask a staff member to check your blood pressure.</p>,3048450010,3336188,41,317,East Flatbush-Farragut,"(40.65603528, -73.93976512)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Be Well Pharmacy,8012 20th Avenue,,,BROOKLYN,11214,40.60787182,-73.99486431,(718) 232-2320,,<p>Ask a staff member to check your blood pressure.</p>,3062860040,3163373,47,311,Bensonhurst West,"(40.60787182, -73.99486431)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rx Plus,71-30 Myrtle Avenue,,,BROOKLYN,11385,40.83717026,-73.90681858,(718) 456-0100,,,4037100020,4000000,30,405,Glendale,"(40.83717026, -73.90681858)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Isham Broadway Pharmacy,4996 Broadway,,,MANHATTAN,10034,40.86821366,-73.91824004,(212) 567-3137,,<p>Ask a staff member to check your blood pressure.</p>,1022290005,1064870,10,112,Marble Hill-Inwood,"(40.86821366, -73.91824004)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,16 Court Street,,,BROOKLYN,11241,40.69343732,-73.99057725,(718) 855-3980,,<p>Ask a staff member to check your blood pressure.</p>,3002500044,3002108,33,302,Brooklyn Heights-Cobble Hill,"(40.69343732, -73.99057725)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Buena Vista Pharmacy,2022 3rd Avenue,,,MANHATTAN,10029,40.79489703,-73.94225381,,,,1016390034,1052208,08,111,East Harlem South,"(40.79489703, -73.94225381)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Atlas Pharmacy,92-13 Jamaica Avenue,,,QUEENS,11421,40.69333803,-73.85304426,(718) 577-0200,,<p>Ask a staff member to check your blood pressure.</p>,4088700050,4182098,32,409,Woodhaven,"(40.69333803, -73.85304426)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,302 Church Avenue,,,BROOKLYN,11218,40.64368088,-73.97730577,,,,3053360069,3124629,39,312,Kensington-Ocean Parkway,"(40.64368088, -73.97730577)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,485 Lexington Avenue,,,MANHATTAN,11562,40.75423683,-73.97399422,(212) 682-5338,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75423683, -73.97399422)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,DJ Drugs & Surgicals,2381 Frederick Douglass Boulevard,,,MANHATTAN,11556,40.812112,-73.950143,(212) 749-6626,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.812112, -73.950143)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,1 Penn Plaza,,,MANHATTAN,11681,40.75109132,-73.9929259,(212) 268-3999,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75109132, -73.9929259)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,East Star Pharmacy,2371 2nd Avenue,,,MANHATTAN,11688,40.80044314,-73.93517683,,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.80044314, -73.93517683)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Green Forest Market,1520 Avenue M,,,BROOKLYN,11230,40.6180534,-73.95944492,(929) 333-9669,,<p>Ask a staff member to check your blood pressure.</p>,3067440048,3340552,48,314,Midwood,"(40.6180534, -73.95944492)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,83-02 Atlantic Avenue,,,QUEENS,11416,40.68550801,-73.85805905,,,,4090140001,4187231,32,409,Woodhaven,"(40.68550801, -73.85805905)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Manipal Drugs,280 Nostrand Avenue,,,BROOKLYN,11205,40.69033137,-73.9515723,,,,3017830054,3049732,36,303,Bedford,"(40.69033137, -73.9515723)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,3901 White Plains Road,,,BRONX,10466,40.88579703,-73.86158992,,,,2048240007,2062886,12,212,Williamsbridge-Olinville,"(40.88579703, -73.86158992)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Forest Pharmacy,2236 Forest Avenue,,,STATEN ISLAND,10303,40.6269102,-74.16411893,(718) 447-5900,,<p>Ask a staff member to check your blood pressure.</p>,5016850078,5156994,49,501,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"(40.6269102, -74.16411893)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Ocean Pharmacy,1929 Kings Highway,,,BROOKLYN,11229,40.61040174,-73.95429569,(718) 998-9595,,<p>Ask a staff member to check your blood pressure.</p>,3067820011,3182514,48,315,Madison,"(40.61040174, -73.95429569)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,1327 York Avenue,,,MANHATTAN,11643,40.76601944,-73.95436177,(212) 737-6240,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.76601944, -73.95436177)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,525 Fashion Avenue,,,MANHATTAN,11566,40.75369301,-73.98863768,(212) 221-8627,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75369301, -73.98863768)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,2426 Eastchester Road,,,BRONX,10469,40.86151833,-73.8432643,,,,2044780020,2052922,13,211,Allerton-Pelham Gardens,"(40.86151833, -73.8432643)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Redwood Apothecary,1280 St Nicholas Avenue,,,MANHATTAN,10033,40.84487602,-73.93696223,(212) 928-8082,,<p>Ask a staff member to check your blood pressure.</p>,1021310001,1063150,10,112,Washington Heights South,"(40.84487602, -73.93696223)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Medicmasters Pharmacy & Surgical Supplies,169-26 Jamaica Avenue,,,QUEENS,11491,40.70695361,-73.79044259,(718) 206-4121,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.70695361, -73.79044259)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,333 East 102nd Street,,,MANHATTAN,11632,40.78759097,-73.94319548,(212) 423-2042,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.78759097, -73.94319548)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Hina Drugs,4 Sutter Avenue,,,BROOKLYN,11212,40.66523945,-73.92297749,,,,3035300008,3326643,41,316,Brownsville,"(40.66523945, -73.92297749)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Health Source Plus Pharmacy,118-07 Metropolitan Avenue,,,QUEENS,11505,40.70695981,-73.83451461,(718) 849-6700,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.70695981, -73.83451461)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Best Care Pharmacy,8510 3rd Avenue,,,BROOKLYN,11209,40.62413065,-74.03079644,(718) 680-9855,,<p>Ask a staff member to check your blood pressure.</p>,3060330044,3153078,43,310,Bay Ridge,"(40.62413065, -74.03079644)"
